text,label
['DISTRIBUTOR AGREEMENT'],Non-Transferable License
['DISTRIBUTOR AGREEMENT'],Post-Termination Services
['DISTRIBUTOR AGREEMENT'],Cap On Liability
['DISTRIBUTOR AGREEMENT'],Warranty Duration
['DISTRIBUTOR AGREEMENT'],Non-Compete
['DISTRIBUTOR AGREEMENT'],Termination For Convenience
['DISTRIBUTOR AGREEMENT'],Anti-Assignment
['DISTRIBUTOR AGREEMENT'],License Grant
['DISTRIBUTOR AGREEMENT'],Post-Termination Services
['DISTRIBUTOR AGREEMENT'],Audit Rights
['DISTRIBUTOR AGREEMENT'],Cap On Liability
['DISTRIBUTOR AGREEMENT'],Warranty Duration
['DISTRIBUTOR AGREEMENT'],Termination For Convenience
['DISTRIBUTOR AGREEMENT'],Change Of Control
['DISTRIBUTOR AGREEMENT'],Anti-Assignment
['DISTRIBUTOR AGREEMENT'],Minimum Commitment
['DISTRIBUTOR AGREEMENT'],License Grant
['DISTRIBUTOR AGREEMENT'],Non-Transferable License
['DISTRIBUTOR AGREEMENT'],Post-Termination Services
['DISTRIBUTOR AGREEMENT'],Audit Rights
['DISTRIBUTOR AGREEMENT'],Uncapped Liability
['DISTRIBUTOR AGREEMENT'],Cap On Liability
['DISTRIBUTOR AGREEMENT'],Liquidated Damages
['DISTRIBUTOR AGREEMENT'],Warranty Duration
['DISTRIBUTOR AGREEMENT'],Covenant Not To Sue
['EXCLUSIVE DISTRIBUTOR AGREEMENT'],Non-Compete
['EXCLUSIVE DISTRIBUTOR AGREEMENT'],Exclusivity
['EXCLUSIVE DISTRIBUTOR AGREEMENT'],Rofr/Rofo/Rofn
['EXCLUSIVE DISTRIBUTOR AGREEMENT'],Anti-Assignment
['EXCLUSIVE DISTRIBUTOR AGREEMENT'],Revenue/Profit Sharing
['EXCLUSIVE DISTRIBUTOR AGREEMENT'],Minimum Commitment
['EXCLUSIVE DISTRIBUTOR AGREEMENT'],License Grant
['EXCLUSIVE DISTRIBUTOR AGREEMENT'],Non-Transferable License
['EXCLUSIVE DISTRIBUTOR AGREEMENT'],Post-Termination Services
['EXCLUSIVE DISTRIBUTOR AGREEMENT'],Audit Rights
['EXCLUSIVE DISTRIBUTOR AGREEMENT'],Cap On Liability
['EXCLUSIVE DISTRIBUTOR AGREEMENT'],Warranty Duration
['EXCLUSIVE DISTRIBUTOR AGREEMENT'],Exclusivity
['EXCLUSIVE DISTRIBUTOR AGREEMENT'],Rofr/Rofo/Rofn
['EXCLUSIVE DISTRIBUTOR AGREEMENT'],Anti-Assignment
['EXCLUSIVE DISTRIBUTOR AGREEMENT'],Minimum Commitment
['EXCLUSIVE DISTRIBUTOR AGREEMENT'],License Grant
['EXCLUSIVE DISTRIBUTOR AGREEMENT'],Post-Termination Services
['EXCLUSIVE DISTRIBUTOR AGREEMENT'],Insurance
['Distributor Agreement'],Non-Compete
['Distributor Agreement'],Exclusivity
['Distributor Agreement'],Termination For Convenience
['Distributor Agreement'],Change Of Control
['Distributor Agreement'],Minimum Commitment
['Distributor Agreement'],License Grant
['Distributor Agreement'],Cap On Liability
['DISTRIBUTOR AGREEMENT'],Exclusivity
['DISTRIBUTOR AGREEMENT'],No-Solicit Of Customers
['DISTRIBUTOR AGREEMENT'],No-Solicit Of Employees
['DISTRIBUTOR AGREEMENT'],Rofr/Rofo/Rofn
['DISTRIBUTOR AGREEMENT'],Anti-Assignment
['DISTRIBUTOR AGREEMENT'],Price Restrictions
['DISTRIBUTOR AGREEMENT'],Minimum Commitment
['DISTRIBUTOR AGREEMENT'],License Grant
['DISTRIBUTOR AGREEMENT'],Post-Termination Services
['DISTRIBUTOR AGREEMENT'],Warranty Duration
['DISTRIBUTOR AGREEMENT'],Insurance
['DISTRIBUTOR AGREEMENT'],Covenant Not To Sue
['DISTRIBUTOR AGREEMENT'],Exclusivity
['DISTRIBUTOR AGREEMENT'],Non-Disparagement
['DISTRIBUTOR AGREEMENT'],Anti-Assignment
['DISTRIBUTOR AGREEMENT'],Minimum Commitment
['DISTRIBUTOR AGREEMENT'],License Grant
['DISTRIBUTOR AGREEMENT'],Non-Transferable License
['DISTRIBUTOR AGREEMENT'],Cap On Liability
['DISTRIBUTOR AGREEMENT'],Warranty Duration
['DISTRIBUTOR AGREEMENT'],Covenant Not To Sue
['DISTRIBUTOR AGREEMENT'],Most Favored Nation
['DISTRIBUTOR AGREEMENT'],Exclusivity
['DISTRIBUTOR AGREEMENT'],Termination For Convenience
['DISTRIBUTOR AGREEMENT'],Anti-Assignment
['DISTRIBUTOR AGREEMENT'],Revenue/Profit Sharing
['DISTRIBUTOR AGREEMENT'],Minimum Commitment
['DISTRIBUTOR AGREEMENT'],License Grant
['DISTRIBUTOR AGREEMENT'],Post-Termination Services
['DISTRIBUTOR AGREEMENT'],Audit Rights
['DISTRIBUTOR AGREEMENT'],Uncapped Liability
['DISTRIBUTOR AGREEMENT'],Cap On Liability
['DISTRIBUTOR AGREEMENT'],Warranty Duration
['DISTRIBUTOR AGREEMENT'],Insurance
['DISTRIBUTOR AGREEMENT'],Competitive Restriction Exception
['DISTRIBUTOR AGREEMENT'],Exclusivity
['DISTRIBUTOR AGREEMENT'],Termination For Convenience
['DISTRIBUTOR AGREEMENT'],Minimum Commitment
['DISTRIBUTOR AGREEMENT'],Warranty Duration
['DISTRIBUTOR AGREEMENT'],Anti-Assignment
['DISTRIBUTOR AGREEMENT'],Revenue/Profit Sharing
['DISTRIBUTOR AGREEMENT'],Minimum Commitment
['DISTRIBUTOR AGREEMENT'],License Grant
['DISTRIBUTOR AGREEMENT'],Post-Termination Services
['DISTRIBUTOR AGREEMENT'],Audit Rights
['DISTRIBUTOR AGREEMENT'],Cap On Liability
['DISTRIBUTOR AGREEMENT'],Warranty Duration
['DISTRIBUTOR AGREEMENT'],Insurance
['DISTRIBUTOR AGREEMENT'],Covenant Not To Sue
['Transportation Agreement'],Termination For Convenience
['Transportation Agreement'],Anti-Assignment
['Transportation Agreement'],Minimum Commitment
['Transportation Agreement'],Volume Restriction
['Transportation Agreement'],Uncapped Liability
['Transportation Agreement'],Cap On Liability
['TRANSPORTATION CONTRACT'],Termination For Convenience
['TRANSPORTATION CONTRACT'],Anti-Assignment
['TRANSPORTATION CONTRACT'],Price Restrictions
['TRANSPORTATION CONTRACT'],Minimum Commitment
['TRANSPORTATION CONTRACT'],Volume Restriction
['TRANSPORTATION CONTRACT'],Cap On Liability
['TRANSPORTATION CONTRACT'],Insurance
['MARINE TRANSPORTATION AGREEMENT'],Exclusivity
['MARINE TRANSPORTATION AGREEMENT'],Anti-Assignment
['MARINE TRANSPORTATION AGREEMENT'],Cap On Liability
['MARINE TRANSPORTATION AGREEMENT'],Warranty Duration
['MARINE TRANSPORTATION AGREEMENT'],Insurance
['ENDORSEMENT AGREEMENT'],Competitive Restriction Exception
['ENDORSEMENT AGREEMENT'],Non-Compete
['ENDORSEMENT AGREEMENT'],Exclusivity
['ENDORSEMENT AGREEMENT'],Anti-Assignment
['ENDORSEMENT AGREEMENT'],Minimum Commitment
['ENDORSEMENT AGREEMENT'],Volume Restriction
['ENDORSEMENT AGREEMENT'],License Grant
['Endorsement Agreement'],Competitive Restriction Exception
['Endorsement Agreement'],Exclusivity
['Endorsement Agreement'],Anti-Assignment
['Endorsement Agreement'],Revenue/Profit Sharing
['Endorsement Agreement'],Minimum Commitment
['Endorsement Agreement'],Volume Restriction
['Endorsement Agreement'],License Grant
['Endorsement Agreement'],Post-Termination Services
['Endorsement Agreement'],Audit Rights
['Endorsement Agreement'],Insurance
['Endorsement Agreement'],Covenant Not To Sue
['ENDORSEMENT AGREEMENT'],Termination For Convenience
['ENDORSEMENT AGREEMENT'],Anti-Assignment
['ENDORSEMENT AGREEMENT'],License Grant
['ENDORSEMENT AGREEMENT'],Affiliate License-Licensee
['ENDORSEMENT AGREEMENT'],Post-Termination Services
['ENDORSEMENT AGREEMENT'],Change Of Control
['ENDORSEMENT AGREEMENT'],Anti-Assignment
['ENDORSEMENT AGREEMENT'],Volume Restriction
['ENDORSEMENT AGREEMENT'],Post-Termination Services
['ENDORSEMENT AGREEMENT'],Exclusivity
['ENDORSEMENT AGREEMENT'],Change Of Control
['ENDORSEMENT AGREEMENT'],Anti-Assignment
['ENDORSEMENT AGREEMENT'],Minimum Commitment
['ENDORSEMENT AGREEMENT'],Ip Ownership Assignment
['ENDORSEMENT AGREEMENT'],License Grant
['ENDORSEMENT AGREEMENT'],Cap On Liability
['ENDORSEMENT AGREEMENT'],Liquidated Damages
['ENDORSEMENT AGREEMENT'],Insurance
['ENDORSEMENT AGREEMENT'],Third Party Beneficiary
['ENDORSEMENT AGREEMENT'],Exclusivity
['ENDORSEMENT AGREEMENT'],Anti-Assignment
['ENDORSEMENT AGREEMENT'],Volume Restriction
['ENDORSEMENT AGREEMENT'],License Grant
['ENDORSEMENT AGREEMENT'],Unlimited/All-You-Can-Eat-License
['ENDORSEMENT AGREEMENT'],Post-Termination Services
['Endorsement Agreement'],Exclusivity
['Endorsement Agreement'],Anti-Assignment
['Endorsement Agreement'],Revenue/Profit Sharing
['Endorsement Agreement'],Minimum Commitment
['Endorsement Agreement'],Volume Restriction
['Endorsement Agreement'],License Grant
['Endorsement Agreement'],Post-Termination Services
['Endorsement Agreement'],Audit Rights
['Endorsement Agreement'],Liquidated Damages
['ENDORSEMENT AGREEMENT'],Most Favored Nation
['ENDORSEMENT AGREEMENT'],Exclusivity
['ENDORSEMENT AGREEMENT'],Change Of Control
['ENDORSEMENT AGREEMENT'],Anti-Assignment
['ENDORSEMENT AGREEMENT'],Revenue/Profit Sharing
['ENDORSEMENT AGREEMENT'],Minimum Commitment
['ENDORSEMENT AGREEMENT'],Volume Restriction
['ENDORSEMENT AGREEMENT'],Ip Ownership Assignment
['ENDORSEMENT AGREEMENT'],License Grant
['ENDORSEMENT AGREEMENT'],Post-Termination Services
['ENDORSEMENT AGREEMENT'],Audit Rights
['ENDORSEMENT AGREEMENT'],Cap On Liability
['ENDORSEMENT AGREEMENT'],Insurance
"['LICENSE, DEVELOPMENT AND COMMERCIALIZATION AGREEMENT']",Non-Compete
"['LICENSE, DEVELOPMENT AND COMMERCIALIZATION AGREEMENT']",Exclusivity
"['LICENSE, DEVELOPMENT AND COMMERCIALIZATION AGREEMENT']",Termination For Convenience
"['LICENSE, DEVELOPMENT AND COMMERCIALIZATION AGREEMENT']",Anti-Assignment
"['LICENSE, DEVELOPMENT AND COMMERCIALIZATION AGREEMENT']",Revenue/Profit Sharing
"['LICENSE, DEVELOPMENT AND COMMERCIALIZATION AGREEMENT']",Minimum Commitment
"['LICENSE, DEVELOPMENT AND COMMERCIALIZATION AGREEMENT']",Ip Ownership Assignment
"['LICENSE, DEVELOPMENT AND COMMERCIALIZATION AGREEMENT']",Joint Ip Ownership
"['LICENSE, DEVELOPMENT AND COMMERCIALIZATION AGREEMENT']",License Grant
"['LICENSE, DEVELOPMENT AND COMMERCIALIZATION AGREEMENT']",Affiliate License-Licensor
"['LICENSE, DEVELOPMENT AND COMMERCIALIZATION AGREEMENT']",Affiliate License-Licensee
"['LICENSE, DEVELOPMENT AND COMMERCIALIZATION AGREEMENT']",Irrevocable Or Perpetual License
"['LICENSE, DEVELOPMENT AND COMMERCIALIZATION AGREEMENT']",Post-Termination Services
"['LICENSE, DEVELOPMENT AND COMMERCIALIZATION AGREEMENT']",Audit Rights
"['LICENSE, DEVELOPMENT AND COMMERCIALIZATION AGREEMENT']",Cap On Liability
"['LICENSE, DEVELOPMENT AND COMMERCIALIZATION AGREEMENT']",Liquidated Damages
"['LICENSE, DEVELOPMENT AND COMMERCIALIZATION AGREEMENT']",Warranty Duration
['Collaborative Development and Commercialization Agreement'],Exclusivity
['Collaborative Development and Commercialization Agreement'],Termination For Convenience
['Collaborative Development and Commercialization Agreement'],Rofr/Rofo/Rofn
['Collaborative Development and Commercialization Agreement'],Anti-Assignment
['Collaborative Development and Commercialization Agreement'],Revenue/Profit Sharing
['Collaborative Development and Commercialization Agreement'],Minimum Commitment
['Collaborative Development and Commercialization Agreement'],Ip Ownership Assignment
['Collaborative Development and Commercialization Agreement'],Joint Ip Ownership
['Collaborative Development and Commercialization Agreement'],License Grant
['Collaborative Development and Commercialization Agreement'],Non-Transferable License
['Collaborative Development and Commercialization Agreement'],Irrevocable Or Perpetual License
['Collaborative Development and Commercialization Agreement'],Audit Rights
['Collaborative Development and Commercialization Agreement'],Uncapped Liability
['Collaborative Development and Commercialization Agreement'],Cap On Liability
['Collaborative Development and Commercialization Agreement'],Insurance
['DEVELOPMENT AGREEMENT'],Anti-Assignment
['DEVELOPMENT AGREEMENT'],Post-Termination Services
['DEVELOPMENT AGREEMENT'],Cap On Liability
"['DEVELOPMENT AGREEMENT (""']",Rofr/Rofo/Rofn
"['DEVELOPMENT AGREEMENT (""']",Anti-Assignment
"['DEVELOPMENT AGREEMENT (""']",Minimum Commitment
"['DEVELOPMENT AGREEMENT (""']",Post-Termination Services
"['DEVELOPMENT AGREEMENT (""']",Cap On Liability
"['DEVELOPMENT AGREEMENT (""']",Liquidated Damages
"['DEVELOPMENT AGREEMENT (""']",Insurance
['FRANCHISE AGREEMENT'],Competitive Restriction Exception
['FRANCHISE AGREEMENT'],Non-Compete
['FRANCHISE AGREEMENT'],Exclusivity
['FRANCHISE AGREEMENT'],No-Solicit Of Customers
['FRANCHISE AGREEMENT'],No-Solicit Of Employees
['FRANCHISE AGREEMENT'],Rofr/Rofo/Rofn
['FRANCHISE AGREEMENT'],Anti-Assignment
['FRANCHISE AGREEMENT'],License Grant
['FRANCHISE AGREEMENT'],Non-Transferable License
['FRANCHISE AGREEMENT'],Post-Termination Services
['FRANCHISE AGREEMENT'],Audit Rights
['FRANCHISE AGREEMENT'],Insurance
['FRANCHISE AGREEMENT'],Covenant Not To Sue
['FRANCHISE AGREEMENT'],Non-Compete
['FRANCHISE AGREEMENT'],Exclusivity
['FRANCHISE AGREEMENT'],Change Of Control
['FRANCHISE AGREEMENT'],Anti-Assignment
['FRANCHISE AGREEMENT'],Revenue/Profit Sharing
['FRANCHISE AGREEMENT'],Ip Ownership Assignment
['FRANCHISE AGREEMENT'],License Grant
['FRANCHISE AGREEMENT'],Audit Rights
['FRANCHISE AGREEMENT'],Cap On Liability
['FRANCHISE AGREEMENT'],Liquidated Damages
['FRANCHISE AGREEMENT'],Insurance
['FRANCHISE AGREEMENT'],Covenant Not To Sue
['FRANCHISE AGREEMENT'],Competitive Restriction Exception
['FRANCHISE AGREEMENT'],Non-Compete
['FRANCHISE AGREEMENT'],No-Solicit Of Employees
['FRANCHISE AGREEMENT'],Non-Disparagement
['FRANCHISE AGREEMENT'],Rofr/Rofo/Rofn
['FRANCHISE AGREEMENT'],Change Of Control
['FRANCHISE AGREEMENT'],Anti-Assignment
['FRANCHISE AGREEMENT'],Revenue/Profit Sharing
['FRANCHISE AGREEMENT'],Minimum Commitment
['FRANCHISE AGREEMENT'],Ip Ownership Assignment
['FRANCHISE AGREEMENT'],License Grant
['FRANCHISE AGREEMENT'],Post-Termination Services
['FRANCHISE AGREEMENT'],Audit Rights
['FRANCHISE AGREEMENT'],Insurance
['FRANCHISE AGREEMENT'],Covenant Not To Sue
['FRANCHISE AGREEMENT'],Competitive Restriction Exception
['FRANCHISE AGREEMENT'],Non-Compete
['FRANCHISE AGREEMENT'],No-Solicit Of Customers
['FRANCHISE AGREEMENT'],No-Solicit Of Employees
['FRANCHISE AGREEMENT'],Rofr/Rofo/Rofn
['FRANCHISE AGREEMENT'],Change Of Control
['FRANCHISE AGREEMENT'],Anti-Assignment
['FRANCHISE AGREEMENT'],Revenue/Profit Sharing
['FRANCHISE AGREEMENT'],Minimum Commitment
['FRANCHISE AGREEMENT'],Ip Ownership Assignment
['FRANCHISE AGREEMENT'],License Grant
['FRANCHISE AGREEMENT'],Non-Transferable License
['FRANCHISE AGREEMENT'],Affiliate License-Licensor
['FRANCHISE AGREEMENT'],Irrevocable Or Perpetual License
['FRANCHISE AGREEMENT'],Post-Termination Services
['FRANCHISE AGREEMENT'],Audit Rights
['FRANCHISE AGREEMENT'],Cap On Liability
['FRANCHISE AGREEMENT'],Liquidated Damages
['FRANCHISE AGREEMENT'],Insurance
['FRANCHISE AGREEMENT'],Covenant Not To Sue
['FRANCHISE AGREEMENT'],Third Party Beneficiary
"['Franchise Agreement', 'Addendum to Lease Agreement']",Competitive Restriction Exception
"['Franchise Agreement', 'Addendum to Lease Agreement']",Non-Compete
"['Franchise Agreement', 'Addendum to Lease Agreement']",Exclusivity
"['Franchise Agreement', 'Addendum to Lease Agreement']",Non-Disparagement
"['Franchise Agreement', 'Addendum to Lease Agreement']",Termination For Convenience
"['Franchise Agreement', 'Addendum to Lease Agreement']",Rofr/Rofo/Rofn
"['Franchise Agreement', 'Addendum to Lease Agreement']",Change Of Control
"['Franchise Agreement', 'Addendum to Lease Agreement']",Anti-Assignment
"['Franchise Agreement', 'Addendum to Lease Agreement']",Revenue/Profit Sharing
"['Franchise Agreement', 'Addendum to Lease Agreement']",Minimum Commitment
"['Franchise Agreement', 'Addendum to Lease Agreement']",License Grant
"['Franchise Agreement', 'Addendum to Lease Agreement']",Post-Termination Services
"['Franchise Agreement', 'Addendum to Lease Agreement']",Audit Rights
"['Franchise Agreement', 'Addendum to Lease Agreement']",Uncapped Liability
"['Franchise Agreement', 'Addendum to Lease Agreement']",Cap On Liability
"['Franchise Agreement', 'Addendum to Lease Agreement']",Liquidated Damages
"['Franchise Agreement', 'Addendum to Lease Agreement']",Insurance
"['Franchise Agreement', 'Addendum to Lease Agreement']",Third Party Beneficiary
['SITE DEVELOPMENT AND HOSTING AGREEMENT ('],Non-Compete
['SITE DEVELOPMENT AND HOSTING AGREEMENT ('],Exclusivity
['SITE DEVELOPMENT AND HOSTING AGREEMENT ('],Revenue/Profit Sharing
['SITE DEVELOPMENT AND HOSTING AGREEMENT ('],Minimum Commitment
['SITE DEVELOPMENT AND HOSTING AGREEMENT ('],License Grant
['SITE DEVELOPMENT AND HOSTING AGREEMENT ('],Non-Transferable License
['SITE DEVELOPMENT AND HOSTING AGREEMENT ('],Audit Rights
['SITE DEVELOPMENT AND HOSTING AGREEMENT ('],Cap On Liability
['SITE DEVELOPMENT AND HOSTING AGREEMENT ('],Liquidated Damages
['e-business Hosting Agreement'],Termination For Convenience
['e-business Hosting Agreement'],Anti-Assignment
['e-business Hosting Agreement'],License Grant
['e-business Hosting Agreement'],Irrevocable Or Perpetual License
['e-business Hosting Agreement'],Uncapped Liability
['e-business Hosting Agreement'],Cap On Liability
['e-business Hosting Agreement'],Liquidated Damages
['e-business Hosting Agreement'],Third Party Beneficiary
['Co-Hosting Agreement'],Competitive Restriction Exception
['Co-Hosting Agreement'],Non-Compete
['Co-Hosting Agreement'],Exclusivity
['Co-Hosting Agreement'],Anti-Assignment
['Co-Hosting Agreement'],Minimum Commitment
['Co-Hosting Agreement'],Volume Restriction
['Co-Hosting Agreement'],License Grant
['Co-Hosting Agreement'],Non-Transferable License
['Co-Hosting Agreement'],Post-Termination Services
['Co-Hosting Agreement'],Audit Rights
['Co-Hosting Agreement'],Uncapped Liability
['Co-Hosting Agreement'],Cap On Liability
['Co-Hosting Agreement'],Liquidated Damages
['LICENSING AND WEB SITE HOSTING AGREEMENT'],Anti-Assignment
['LICENSING AND WEB SITE HOSTING AGREEMENT'],Minimum Commitment
['LICENSING AND WEB SITE HOSTING AGREEMENT'],License Grant
['LICENSING AND WEB SITE HOSTING AGREEMENT'],Cap On Liability
['VISP WEB SITE BUILDING AND HOSTING AGREEMENT'],No-Solicit Of Customers
['VISP WEB SITE BUILDING AND HOSTING AGREEMENT'],Anti-Assignment
['VISP WEB SITE BUILDING AND HOSTING AGREEMENT'],Revenue/Profit Sharing
['VISP WEB SITE BUILDING AND HOSTING AGREEMENT'],Liquidated Damages
['License and Hosting Agreement'],Change Of Control
['License and Hosting Agreement'],Anti-Assignment
['License and Hosting Agreement'],Revenue/Profit Sharing
['License and Hosting Agreement'],Ip Ownership Assignment
['License and Hosting Agreement'],Joint Ip Ownership
['License and Hosting Agreement'],License Grant
['License and Hosting Agreement'],Non-Transferable License
['License and Hosting Agreement'],Unlimited/All-You-Can-Eat-License
['License and Hosting Agreement'],Irrevocable Or Perpetual License
['License and Hosting Agreement'],Source Code Escrow
['License and Hosting Agreement'],Post-Termination Services
['License and Hosting Agreement'],Audit Rights
['License and Hosting Agreement'],Uncapped Liability
['License and Hosting Agreement'],Cap On Liability
['License and Hosting Agreement'],Warranty Duration
['License and Hosting Agreement'],Covenant Not To Sue
['License and Hosting Agreement'],Non-Compete
['License and Hosting Agreement'],Anti-Assignment
['License and Hosting Agreement'],Revenue/Profit Sharing
['License and Hosting Agreement'],Volume Restriction
['License and Hosting Agreement'],Ip Ownership Assignment
['License and Hosting Agreement'],Joint Ip Ownership
['License and Hosting Agreement'],License Grant
['License and Hosting Agreement'],Non-Transferable License
['License and Hosting Agreement'],Unlimited/All-You-Can-Eat-License
['License and Hosting Agreement'],Irrevocable Or Perpetual License
['License and Hosting Agreement'],Source Code Escrow
['License and Hosting Agreement'],Post-Termination Services
['License and Hosting Agreement'],Audit Rights
['License and Hosting Agreement'],Uncapped Liability
['License and Hosting Agreement'],Cap On Liability
['License and Hosting Agreement'],Warranty Duration
['License and Hosting Agreement'],Third Party Beneficiary
['WEB HOSTING AGREEMENT'],License Grant
['Software Hosting Agreement'],Termination For Convenience
['Software Hosting Agreement'],Change Of Control
['Software Hosting Agreement'],Anti-Assignment
['Software Hosting Agreement'],Ip Ownership Assignment
['Software Hosting Agreement'],Joint Ip Ownership
['Software Hosting Agreement'],License Grant
['Software Hosting Agreement'],Non-Transferable License
['Software Hosting Agreement'],Source Code Escrow
['Software Hosting Agreement'],Post-Termination Services
['Software Hosting Agreement'],Audit Rights
['Software Hosting Agreement'],Uncapped Liability
['Software Hosting Agreement'],Cap On Liability
['Software Hosting Agreement'],Liquidated Damages
['Software Hosting Agreement'],Insurance
['Amendment #3 to the Manufacturing Agreemen'],Minimum Commitment
['Amendment #3 to the Manufacturing Agreemen'],Post-Termination Services
['Amendment #3 to the Manufacturing Agreemen'],Uncapped Liability
['Amendment #3 to the Manufacturing Agreemen'],Cap On Liability
['Amendment #3 to the Manufacturing Agreemen'],Liquidated Damages
['Manufacturing Agreement'],Competitive Restriction Exception
['Manufacturing Agreement'],Exclusivity
['Manufacturing Agreement'],Anti-Assignment
['Manufacturing Agreement'],Minimum Commitment
['Manufacturing Agreement'],Audit Rights
['Manufacturing Agreement'],Cap On Liability
['Manufacturing Agreement'],Insurance
['Manufacturing and Supply Agreement'],Anti-Assignment
['Manufacturing and Supply Agreement'],Minimum Commitment
['Manufacturing and Supply Agreement'],Audit Rights
['Manufacturing and Supply Agreement'],Uncapped Liability
['Manufacturing and Supply Agreement'],Cap On Liability
['Manufacturing and Supply Agreement'],Warranty Duration
['Manufacturing and Supply Agreement'],Insurance
['AMENDMENT NO. 2 TO MANUFACTURING AND SUPPLY AGREEMENT'],Change Of Control
['AMENDMENT NO. 2 TO MANUFACTURING AND SUPPLY AGREEMENT'],Anti-Assignment
['AMENDMENT NO. 2 TO MANUFACTURING AND SUPPLY AGREEMENT'],Minimum Commitment
['AMENDMENT NO. 2 TO MANUFACTURING AND SUPPLY AGREEMENT'],Post-Termination Services
['AMENDMENT NO. 2 TO MANUFACTURING AND SUPPLY AGREEMENT'],Audit Rights
['AMENDMENT NO. 2 TO MANUFACTURING AND SUPPLY AGREEMENT'],Insurance
['Manufacturing Agreement'],Exclusivity
['Manufacturing Agreement'],Anti-Assignment
['Manufacturing Agreement'],Minimum Commitment
['Manufacturing Agreement'],License Grant
['Manufacturing Agreement'],Non-Transferable License
['Manufacturing Agreement'],Irrevocable Or Perpetual License
['Manufacturing Agreement'],Post-Termination Services
['Manufacturing Agreement'],Audit Rights
['Master Development and Manufacturing Agreement'],Termination For Convenience
['Master Development and Manufacturing Agreement'],Anti-Assignment
['Master Development and Manufacturing Agreement'],Ip Ownership Assignment
['Master Development and Manufacturing Agreement'],License Grant
['Master Development and Manufacturing Agreement'],Irrevocable Or Perpetual License
['Master Development and Manufacturing Agreement'],Audit Rights
['Master Development and Manufacturing Agreement'],Uncapped Liability
['Master Development and Manufacturing Agreement'],Cap On Liability
['Master Development and Manufacturing Agreement'],Warranty Duration
['Master Development and Manufacturing Agreement'],Insurance
['Manufacturing Agreement'],No-Solicit Of Customers
['Manufacturing Agreement'],Termination For Convenience
['Manufacturing Agreement'],Anti-Assignment
['Manufacturing Agreement'],Ip Ownership Assignment
['Manufacturing Agreement'],License Grant
['Manufacturing Agreement'],Non-Transferable License
['Manufacturing Agreement'],Affiliate License-Licensee
['Manufacturing Agreement'],Post-Termination Services
['Manufacturing Agreement'],Audit Rights
['Manufacturing Agreement'],Uncapped Liability
['Manufacturing Agreement'],Cap On Liability
['Manufacturing Agreement'],Warranty Duration
['Manufacturing Agreement'],Insurance
['Manufacturing Agreement'],Covenant Not To Sue
['Manufacturing and Supply Agreement'],Rofr/Rofo/Rofn
['Manufacturing and Supply Agreement'],Change Of Control
['Manufacturing and Supply Agreement'],Anti-Assignment
['Manufacturing and Supply Agreement'],Minimum Commitment
['Manufacturing and Supply Agreement'],Audit Rights
['Manufacturing and Supply Agreement'],Uncapped Liability
['Manufacturing and Supply Agreement'],Cap On Liability
['Manufacturing and Supply Agreement'],Insurance
['SUPPORT AND MAINTENANCE AGREEMENT'],Anti-Assignment
['SUPPORT AND MAINTENANCE AGREEMENT'],Volume Restriction
['SUPPORT AND MAINTENANCE AGREEMENT'],Ip Ownership Assignment
['OPERATIONS AND MAINTENANCE AGREEMENT'],Termination For Convenience
['OPERATIONS AND MAINTENANCE AGREEMENT'],Change Of Control
['OPERATIONS AND MAINTENANCE AGREEMENT'],Anti-Assignment
['OPERATIONS AND MAINTENANCE AGREEMENT'],Post-Termination Services
['OPERATIONS AND MAINTENANCE AGREEMENT'],Audit Rights
['OPERATIONS AND MAINTENANCE AGREEMENT'],Cap On Liability
['OPERATIONS AND MAINTENANCE AGREEMENT'],Insurance
['Unconditional Capital Maintenance Agreement'],Termination For Convenience
['Unconditional Capital Maintenance Agreement'],Cap On Liability
['Maintenance and support contract'],Anti-Assignment
['Maintenance and support contract'],Cap On Liability
['SOFTWARE LICENSE AND MAINTENANCE AGREEMENT'],No-Solicit Of Employees
['SOFTWARE LICENSE AND MAINTENANCE AGREEMENT'],Rofr/Rofo/Rofn
['SOFTWARE LICENSE AND MAINTENANCE AGREEMENT'],Change Of Control
['SOFTWARE LICENSE AND MAINTENANCE AGREEMENT'],Anti-Assignment
['SOFTWARE LICENSE AND MAINTENANCE AGREEMENT'],Revenue/Profit Sharing
['SOFTWARE LICENSE AND MAINTENANCE AGREEMENT'],License Grant
['SOFTWARE LICENSE AND MAINTENANCE AGREEMENT'],Audit Rights
['SOFTWARE LICENSE AND MAINTENANCE AGREEMENT'],Cap On Liability
['SOFTWARE LICENSE AND MAINTENANCE AGREEMENT'],No-Solicit Of Employees
['SOFTWARE LICENSE AND MAINTENANCE AGREEMENT'],Termination For Convenience
['SOFTWARE LICENSE AND MAINTENANCE AGREEMENT'],Anti-Assignment
['SOFTWARE LICENSE AND MAINTENANCE AGREEMENT'],License Grant
['SOFTWARE LICENSE AND MAINTENANCE AGREEMENT'],Non-Transferable License
['SOFTWARE LICENSE AND MAINTENANCE AGREEMENT'],Irrevocable Or Perpetual License
['SOFTWARE LICENSE AND MAINTENANCE AGREEMENT'],Source Code Escrow
['SOFTWARE LICENSE AND MAINTENANCE AGREEMENT'],Post-Termination Services
['SOFTWARE LICENSE AND MAINTENANCE AGREEMENT'],Cap On Liability
